train_input_1,train_input_2,train_output_1
ubbxyz,zbkrxfyjcuhy,false
zdkfxmzjlb,kfblvdzzvjmz,false
tcprlm,cliplmrt,true
lofs,vfuycrjsusgpcoelwu,true
umbfpykpiyeex,payfmkbeepyixu,true
stv,gsvlqt,true
mxsa,casnalewxjvxllv,false
fwacnmzcoi,msjczgcfonitmwxa,true
h,h,true
pgao,ga,false
kaso,ks,false
c,lppnc,true
szn,kszbzwywyn,true
vpc,nsgnvubsimcbpwvvr,true
qxtlyc,crqytl,false
bqudvw,qwb,false
xqjoqggkgckufkegq,fqgqcuqkkxekgojglq,false
xdrrzgaopuvjapgljwok,jxduwzrgjlaopkao,false
rankodjnutsgsrdjrmug,r,false
xlc,xlc,true
y,l,false
wdn,nzwnd,true
cqkepvl,jkpvcleq,true
rwflqu,l,false
rahon,q,false
c,grcujat,true
kkq,kkiyplqfex,true
tvsqcjgo,ojzwtscqrgv,true
tzf,nqrjptnbf,false
lmnzsd,anzldm,false
ak,gaiakk,true
jqepmy,qpmejy,true
giepcxjn,noxiiqkjlgkzpxeq,false
wqg,eitywryqudgnv,true
fktqjjiadgc,njgotafjgzdqc,false
fdwln,f,false
vyf,cyaffdevfz,true
vvsdmdq,sm,false
g,gsrr,true
scmjqenehvthu,tmee,false
pr,por,true
h,h,true
xwzmjyxzlvdrui,dvuyjxlzwrxizmz,true
z,e,false
prwgacxxqmnvmrhrw,rnpngqxxvcmrps,false
gsl,lqosgv,true
ha,tqrzuyal,false
ezuxatnx,ngucxesfaxthz,true
u,u,true
ekrpaltzfq,lpapf,false
qsz,sjqz,true
du,dm,false
mtoxkwinwpgqjvjiq,qjidoxtmnqvwgfispjzw,false
szbjmpghjnhow,jipohjzfsmbwn,false
oh,pbyytskvvyjxooikhu,true
iugfpq,p,false
wxdv,vdxzw,true
ayvaopbm,myao,false
zi,zizc,true
yqlzda,ojnlzhaxyqdl,true
tjqivnjmsxhea,zlzsxvmqeurajnbiafh,false
bhisltmkbu,tibsh,false
jdzrz,htmzgdzjaykrqw,true
zjs,euskjjjcoggswjw,false
u,ue,true
qyv,qy,false
yrnrqkmmfokyfrji,mkykjqr,false
nrybguvjyhsrqc,iuhgvqbyvr,false
fguiicxscnl,iugitjldsvfcxlanz,false
zvlehujxhaaod,zaudxwejpvkajhje,false
ttqsijw,ti,false
n,stvlthanonaa,true
gychncdajux,caxhjlvodcnyu,false
p,lxmytpdknbptq,true
yuib,nyanurvxilb,true
nxc,wawxcnn,true
oibheuluvzarabv,bbiozao,false
f,f,true
rfehesac,ecshatfr,false
wnbh,enwhb,true
xcgri,igcjfqxbpuaxf,false
mb,urrjfmhambjkroesw,true
qvsmupvjdostgzv,suvxrdgtfocavsjamypv,false
ndgtm,ftndg,false
zpm,mzp,true
saooagkdsyeaivbvqb,gajeybokaaiassqvbd,false
hnwkrupnx,rbquuhunwnrpmkx,true
cvkjekbg,bkveegkdjpcdvy,true
yerxaympruqqxb,a,false
b,ub,true
afoiqstvtotg,tcnatroaivblttfgqso,true
dyyodrajnyhhsymlwp,yyypynjwhliahdrdosm,true
z,sbzotddgyszgv,true
k,hplkwmwnh,true
dzllqdcbi,culib,false
lr,rlc,true
esnfjbxohpss,bspbvjfysoxozse,false
vblvmwrlcbmbue,bvollrzeirluybvjmmvb,false
a,aeoanztxwrnrxngrw,true
mbqmobxpbxn,b,false
ii,ciinwmiqayocmgmtctlx,true
l,ymtwl,true
fpuklblnb,jmbnfsupbcmlk,false
crymkisqodoy,dsmoqircok,false
nvota,tonv,false
prlmhsiyqiyd,idaqlrifykyp,false
grmvll,gvlgrij,false
mgigcboqjazh,oatkbidpggjhczqlfif,false
uuqouy,uoyug,false
gdabok,oosykbwxdjgc,false
kteu,uqrwuuetkbdkg,true
spux,uxymqodiposbyiay,true
yduowy,ayoopydikygimbmekox,false
kxcocifo,qbcwfoiocx,false
dchhpnhwbzkjfy,yswhnwphhjfzkncf,false
eagljstdna,wgqcaldjatevmcn,false
tfyvspcbcauobl,tlufabyso,false
z,z,true
piebeq,bpeeqix,true
yu,py,false
ju,bzqlosmjahul,true
lvwyctsayf,tgyyfa,false
dmhy,iaxmchifdraha,false
qgjaguq,ggauqjq,true
eval,jehltdb,false
yzz,zzhzyfby,true
knbu,kbun,true
g,ivzqzkhmcgmoudvzsg,true
frjhipkcinsl,flyccbchinktrs,false
k,uktx,true
ljb,zjlzb,true
oyaumperh,ey,false
whlsksedavakqq,hhqkedaqvsalws,false
a,zjra,true
abg,agb,true
atrqveioya,lrsaogvitstqyhvav,false
ktfaoc,tc,false
rcybtpcpnqqjtxbnd,ctnkcywfqdrpj,false
ztq,zqqtw,true
qthabf,fqblatch,true
nujglekpprethxq,xwejjprgqunlhpke,false
idbnpdh,ibpddnh,true
vu,dsv,false
dbsmlxvpq,smlqpsdtvxbsqb,true
z,zrkh,true
dwajkkej,beawdkjjv,false
nc,jkmqannincrwubj,true
ytcktrx,pqtycqddukxtphvwyrk,true
txeo,kex,false
lpisalnw,pelwisal,false
g,gw,true
u,ubiwhaxpnd,true
rtkhgpisboyfajcka,t,false
rsxfbkbcosnctfsh,htfs,false
l,luq,true
xerdlxwyvhoppdhm,mdd,false
ityq,ejblfebyeljeuq,false
i,i,true
m,md,true
wrtkriivjabe,mwrerimialryubkjwv,false
rja,eafj,false
hdnmlqew,djwfgmqxetwhjlnphtld,true
t,bptgkt,true
bmqeypgtrexl,hqaybtfwergluepgcxjl,false
qtpqxvxy,tjpxvqx,false
su,sug,true
uhpkfe,hkpfur,false
wrceqj,cqrjcew,true
oonueyjt,zeruygonhedgeojsaoz,false
bwkrlihcm,lcirkbmlhwp,true
yx,y,false
eebrmvqxvdw,eemdwxbrqvv,true
rs,ornlkrjrsncekw,true
e,eq,true
llsxszkxqnf,whlloocsxzqkqbnllxfq,false
zbjbcaggcqhteeif,irebgvtfezaicbiqhgc,false
nj,n,false
zgse,gxrzpraev,false
vtbmadtkgsfcs,svtgjkfstahkvmdbea,false
snowhylxgvkay,taxowyglonhkvys,true
avyn,ynvaw,true
v,ylpvpv,true
d,od,true
mqh,qlhm,true
hqae,haexnzsqclw,true
trybryq,tbyyrrc,false
lm,zlfnpqltxqwteustmo,true
vsfnmcdotei,tnioevsmdcf,true
d,rg,false
dydqtwcgzix,bdyqxzrdwqwdigvncxci,false
nzoj,znonlj,true
eb,osquvaeisb,true
xsn,sxn,true
youebxud,hxpebdoyyuuox,true
mwjl,m,false
ilfkojpx,fpjixolk,true
j,j,true
luimoqexdmqehl,limeyqeqm,false
akb,xkdetptuwwbbzxa,true
byjtjnmoolpqbrlkzg,kbmjonl,false
ombmkmwdzbydj,mwmpzjkmidbbzkdw,false
wi,qzydiiavuw,true
favmz,kzmakcvjkdf,true
pkigjijtrfzbb,zrtijusfokbkjitswwpb,false
wnjdbocpm,owfpjdbxvwcjbkplcnma,true
m,m,true
kboaparf,lakopbfsra,true
lkmo,kolcre,false
uuijfrppo,irouufpliwhjyxpl,true
kjk,khkjhs,true
ashljeiwuwzi,swqkidljwwaeiwxghzi,false
urrnx,r,false
vabfaphlelyn,apvehaynfq,false
osgpcvl,xysloacfpgik,false
b,bbt,true
draugpvgnwdyxtg,nivgbdydrgagtux,false
ndfhiurtqy,utyfmgbriund,false
n,c,false
ckok,kokuczg,true
chmgk,nhckoltvudhdndgm,true
f,eokietf,true
vjuoo,ouhrbco,false
dwcbaaxysrigu,yvrdaxcbwuoigcns,false
j,jq,true
kglrs,lvlsbsdozrzkdc,false
f,f,true
u,u,true
rztxw,kzjlrnwtut,false
ijgcjaxgtyni,fgjtygiinxja,false
b,tmh,false
lmowbnyittoshtwscwt,wcw,false
hfnobdh,duhkonmhbif,true
tjukqurmgbada,ufgggqdkrmjiiu,false
n,bsnwaaiapzt,true
l,hnokwfxyywlygwlg,true
gyl,eylgyf,true
ncmznm,iznembnmc,true
emjyqycuilv,tcmilxyijevhqmu,false
qxmxysdqclr,rdnqvkakcslnmxyqhx,true
pp,qlpp,true
qjvrktji,rjvjtqki,true
q,q,true
hgbqlrbyvkfta,fghfqhabdykbvionltr,true
ggiey,ymelgfdmwgfbthilb,true
km,imk,true
neymd,wesssnzdvkezumnvzy,true
eoqdamfwzeimbiqanlmg,onmmqai,false
csgk,ukupczdgsh,true
fjkyzhjzutb,qvyztzhifjqpjbuli,false
oztkqxnokydsf,fxoprznqtkyhomiyshyk,false
cch,vmrpgwschycqb,true
pwlhllvoqelz,vzllpwqleohl,true
pgeii,evvihediuoymhpkigojv,true
weiclj,wwcelciju,true
eg,eg,true
bptefqlruxxx,tbelqx,false
mz,mjezk,true
zq,qqz,true
csuaufjpbh,chejpsubdoszua,false
txsaqwkxb,wkxaxbt,false
xl,hlxfw,true
h,arh,true
whuwpf,oshowwxfucwncespdciu,true
wbmj,bzlrmwtjm,true
heaqq,ze,false
x,ahhejiorzs,false
q,qisundpnrsb,true
nfcbu,fjimnfdbzibmcfus,true
najdcahbryq,afyjnhdvavqrvbc,true
yonnz,yoznn,true
zhnrrdxma,knayokahdrbrxjfhdmz,true
ie,ie,true
idccjrybvszdokge,i,false
h,pfeulatab,false
zhhogsaosvfb,sbztahjhojggvof,false
xywtery,tnrpeyhxystvw,true
bghyn,gyh,false
jblfhxb,vlnhfxjjhbb,true
mtjry,mjcrmiynjxgoiym,false
ggaovglzwjnnz,gnlvgozzajwgn,true
rcbxr,xmchzror,false
pvaeq,aaggivqerp,true
lmsj,lmlfjqsjq,true
bdysevrq,rsqeybvd,true
uoz,auzo,true
f,q,false
sl,ls,true
jlf,fqlp,false
pbwcswspfnrd,bpwpgdcwedckrdsbs,false
eikcfqntuzb,i,false
fitwzqhdqdqbpwy,iddwqrtz,false
kmzop,izpzklxopiuahmvfft,true
rnfxvpmjnpzv,zvpnrnpupmdfjvox,true
ehft,ftcvhhst,false
lvn,lmvn,true
onyuev,nsouewxsovx,false
wssewh,hpxnewvyhvoeassw,true
csnkqc,eqcyclsfca,false
i,jic,true
knwjezjh,knjhwxj,false
cvtqeecvycyoesjuds,cuqbsoevyh,false
uex,eux,true
vl,lrvqz,true
jpn,jnyp,true
gvhg,bqgxgmhoigwebztsbava,true
emaspkoi,me,false
difakmfat,ftdxtwfkaaim,true
sn,nqsh,true
k,vkk,true
cgfyahttphdwp,pwttafyhgpadchd,true
wypm,oypkewxcqumw,true
dci,bmviczilqrdrk,true
tmftljn,cfttpvmulmtqqjofkn,true
wfkyqdox,fqxodwgy,false
a,a,true
rnbbvd,bbrdnvgt,true
ighaxcyx,yhccxugxsivtal,true
mlyrtesqcvczuh,mrsvqulihtcjfrezlyz,false
sglx,lxsg,true
mzyfxnpc,nzxmhwyfcp,true
twmovr,fsvwsfvbavythvsmomre,true
eee,peeyheqk,true
ezfhrdkagsexxswgci,dhrxzifpgwguxscsa,false
zfuaxlhlzidbq,zyau,false
vfptzmaylqixcuw,tiymzhavwcwmuxplfq,true
n,nhgsjlixxriioihidja,true
f,f,true
ehu,uftuhvucupm,false
jkheuwrmvmyuz,kwjmuuzzvhyre,false
hwqtbhlhrgamajrid,egldpjhwihqr,false
pwwlivlglys,wkvylpl,false
mdwucj,ucjdwh,false
kujybompd,udyb,false
ryygvivjduzw,dvztwvyvgiedjy,false
v,v,true
c,hcan,true
wenunhhirxdb,buynndxpiwehu,false
fxsvbfmxpvtdjevsai,fxdvvsxfmbjtadvpesi,true
tmxnfypddp,xpnfdntpmd,false
x,vkrmpfxhws,true
wzhguwmttpkwjbo,tbwtzu,false
uk,kyaus,true
gfruaiuqpg,gg,false
itkmlraychv,hklvxiruacfmyj,false
rcgz,rgcqt,false
kgaylf,aryklfytglabzz,true
cfxm,dvfxaukmshf,false
jhtvkxkljskhtyflte,llyhjvjnkxft,false
zozvlszkjxjqh,klozjvhsxqz,false
bxtweu,luxb,false
vsdwvusmaemjbgvwq,uvjqvsgs,false
hpgf,apryhtcfhdltfqg,true
untisgg,sgfntiung,true
chyuxe,cueknfhxy,true
z,gkz,true
lqg,qgm,false
xahlmtxei,xlamtwinlhi,false
vkjc,dpcuzknawmnvj,true
rmk,zepmbxurifjyasxmurk,true
rox,rhxgrohfmoyod,true
o,or,true
zzgnobgaexraj,agosnexzbhza,false
slolp,blfcawclsofp,true
hlcrza,bdrhfoacjujriof,false
y,qvryk,true
v,vg,true
gzurows,xwsfygfzzohssruqqin,true
ykq,biyktkyqhjkyxkz,true
u,meatdtwyvthu,true
kdkqnkh,wkqakhnhkosdrz,true
r,fwrx,true
al,hhmiaa,false
tvxy,yhtevwt,false
dzoao,dmpazreooi,true
osgyprd,seprsyeogdwsfdndcn,true
iybtdgyvvhvvs,bvyisbvyvvlsfpgt,false
hqicblc,bh,false
hz,zhwzmcwfkgm,true
q,uqhywupmhy,true
zzbxr,lyzzbhftftzztxxksl,false
ixh,xi,false
lrkqoyo,nomgylkhzyrwiouv,false
ekg,kcuve,false
yk,tgrgyrfgyupnpkbksqe,true
x,x,true
usnjygka,sgduknyea,false
svrv,r,false
rglwk,lwgkr,true
ner,ner,true
z,z,true
wauu,wausu,true
dmavtxttvgary,ghiqrzvvtdgttxpamyaw,true
kagbafsfv,ubiknsiivbfyjfaag,true
kk,qhpox,false
hgzlki,gzhg,false
wwskltcrxhemtrpkx,tkwextclrksmwxphr,true
ohmri,imroh,true
hnanfsiaxk,kxfxnaisbqhqan,true
t,t,true
j,rlowbj,true
bc,cb,true
ew,wze,true
litjnofs,oiliotfjnf,false
n,c,false
a,a,true
vinloj,qnlivowphs,false
sk,vkjxvspec,true
u,u,true
bjj,natarjopjnjzfhgncbcv,true
mkgwf,gkmfw,true
nlmjkeondpnfpwl,bpkonlkwdlfnx,false
hmmzlszzlsersono,zhoemonss,false
krrlj,jzrwrlik,true
w,cwsd,true
qfke,keqf,true
isnjcirbmxqq,xyeqdqitpsmibjrqankx,false
cvcegtikldmxf,lkxbfepgvticmc,false
odl,dol,true
eodtymsh,hjmwodtmyntyyle,false
s,yoscyrkx,true
vgk,k,false
f,f,true
hozhdu,uvrizqzledovthqjh,true
cyhh,y,false
sv,ntsnyvcei,true
x,x,true
nxslfxue,xlf,false
mp,gjbtihpkdpmtwthhhazq,true
xvf,vzfx,true
naslt,ltan,false
ifolzld,dfzolil,true
xxtdq,gabxgnthzacuydfpeqt,false
a,a,true
ymo,uolnwefzizqkxbyag,false
futjeytm,yftmtjeu,true
susdersc,seyursc,false
nochmcunurs,ouichmcnrcs,false
psdjzlkhb,hljhydbpktruoszvsu,true
o,waxdqjetjdngetx,false
yhzivp,prbzih,false
iklbphht,phbhtl,false
jmkqnjett,vntmtpoiywdepmwlmqwg,false
pf,qhlf,false
hoaxh,hhxoa,true
xvldpknixztysh,phzdzdvwnxk,false
wai,awipnga,true
t,t,true
u,oagrlgiydmkdo,false
mdwqvjkvpd,vtwjdvjiqddkmp,true
fkerst,skerbf,false
xhtwjgtapt,tjlbdxakogttegpweh,true
myfanfv,uvnafyfz,false
zkbwdldah,mqchkawdibldxz,true
btzjas,dtjdhnsaajqcbzyax,true
tliguf,utsfgnisu,false
m,rdindqthzvfinivx,false
ihsypc,khymcbpgsi,true
d,he,false
yxy,ilndqryptvxrxsy,true
qabityusnf,sqbftpfdnuiaby,true
rujvirkwjab,bie,false
u,ludbbdzjpsknttbjf,true
bi,wib,true
damyctdohr,dtydaohmrc,true
aftevljgc,vtcdjfgae,false
nwxthhrhausqukcvk,hxt,false
liwyetalv,tvhlepwctaluyqil,true
ktxpceueolz,jkcxkrejpekxceluudze,false
vcxhhqlibto,hocivhbltq,false
cfroyuoojmnp,pcnofyjo,false
rmofsgfr,fobrsfsrgmoyp,true
bqz,qazcigzb,true
qq,qlaobqy,true
okglkwaxgdo,kwgagxlwokol,false
dernesctgxqyysm,scxyymteeegsqxnrh,false
bdfoyaxkg,byafgxk,false
z,z,true
rf,ftjsrerjrfzfnaqgnca,true
jc,ycj,true
tqzixgdejbbzva,bidqztvxvzqezbjarm,false
drewk,kftxdgbydyearkdg,false
bqc,qcb,true
kx,hkzcxmhf,true
cfshcdvbpz,vzybysodcfpmhc,true
hwnabxscvwmgziwstrxz,x,false
ffcjqtyam,jqatmofryf,false
xjw,hbqlewzpkgpwxncizjq,true
uez,zdheeu,true
rxzptk,zthkyrtx,false
ostc,hqwsoxgsdtxhicctx,true
nduj,ujn,false
msgprnta,pnsmgfmjgoicasavgp,false
zewfupcjvc,wzwzfzyjgouczpecvyj,true
duxcskk,dsflbkcuenkkxu,true
msd,dhsm,true
rb,br,true
tblxyl,lyybtd,false
lz,cl,false
hzub,zuylhvby,true
finiz,fyinijiukzb,true
bwnxagc,rtgcnwxwmtaxunlb,true
bk,gkptbzyjbe,true
ryobk,fcisyyjbydordyosvgk,true
jvbon,nbrovj,true
qobhfcnwnlphz,hwnzhkjofnqfcdmtapb,false
zsfzn,ydvtpgfnnozzjenbzus,true
kkhkmdg,ikmvwashkdkgkgsiy,true
poduptnkdsfmzwvoia,vadutkwonsdpmfozupi,true
sa,nsoadrj,true
gnuhvbtzvqaaov,gqbaubov,false
dovqgrlftw,vaqrfgvwlfdqmox,false
e,e,true
lhyuzlgxazngcbpdlir,nxhlxabzjrpgdcllyi,false
ojpeqc,opqjec,true
i,rgqizmgruljj,true
gwfzwb,adwdoldwbgzf,true
mrw,drenwvm,true
jcgeflnsanztwganp,njastnwgpeszfc,false
fpiocphvhb,hibphepfov,false
y,by,true
lmdnatqxvga,agsxoiqkdnuvtphnmkl,false
xorrtduxl,kdxlrxtruo,true
qycjglwzemr,gpcjzmlqc,false
rjirc,rjicrz,true
ntmarfnzkbfjopfnrtyr,orttanmj,false
ftzkldznghokqrp,glkhktnfzzroqqdlpzx,true
pmrio,iprotmi,true
wc,cw,true
tsnzla,anzlsst,true
yg,g,false
afvnpjnjzse,nzezf,false
zzseikzdywntoj,ytozwsedijnkyvzz,true
t,mbwgwijtthzttvcv,true
thamorqqqpdtu,qrudtoapntroqjoh,false
awsx,axsw,true
itb,fbyzgfimnbj,false
ab,ibn,false
xkjayuuvcdanjxhz,jasndah,false
oyujihzhccvvxdgj,i,false
fabxlufld,lbdfuhfip,false
nso,shnbomauwvf,true
mxht,txmh,true
vunp,ihnvpfm,false
a,beatw,true
wvgwiegjekt,gkzevjewgiwt,true
wo,joukxfiufqtnwqts,true
cj,pzzcjcdtor,true
iopkemuwkuxb,cknqbuzkiuxmwkeu,false
stntq,njcsfqmcbtfqbtbu,true
npbydyt,dybypt,false
zvef,fvze,true
rdhhyilv,fawdyhhoqrvvecknli,true
n,wning,true
ztbtqmellk,veulnmbltjlzmb,false
u,rqxpejlqun,true
nqrkxmvvwq,xvrqwonkvikm,false
feegshqqu,uqesgqfeh,true
ei,behnyftiei,true
m,m,true
gbcezzsrrtwadxojgzb,jorzuxgogjbe,false
epyjgoiucpxsdx,ixpouxdepicx,false
j,bjejmlvmjs,true
datmw,kddathjm,false
jlihrciu,xhlcurji,false
qjoz,jofvjzq,true
xuqulxmtm,xiymuxulhtvokm,false
gtaazjfnvbaq,fijfqtjenznajavawgh,false
zulhav,vzhulaw,true
eunpf,pnhdvxfqeu,true
k,ianjk,true
y,ty,true
efyigwntcgqeutw,euw,false
chewzrvzsiqhprmi,zwwepvqirmcjieuqvihz,false
dp,dgp,true
hfqpz,ppfczh,false
iob,zicnpvihgboxdxq,true
kill,lqilk,true
njbhi,jnwbiw,false
roetks,fmjerztsnwfclo,false
mbdmg,bmmgd,true
rjqzu,jyrrqztuvihukd,true
hfeapcwk,dpcnemfhppchwqkdysao,true
punozqhbwj,jwqjhzupno,false
fys,snnyypjspybryyfz,true
yfqqweyczctk,cwzyfeqmficqt,false
xxvajisko,fvakfeamvsoxpx,false
ztuxzqia,rqujtzrslexegazi,true
cx,upmcucxi,true
azjcgtijd,efywcziovmxgxctjrad,false
r,r,true
qa,aq,true
qihf,actphiuafiiqlriv,true
u,u,true
p,tp,true
na,flahywrgnwaucpvrh,true
tssc,gststc,true
op,po,true
nwoel,oyeknlw,true
nfhoeh,qvofehnhn,true
nfngd,ngtnsmsdf,true
pfrffeoodngt,ltgfopuerdffo,false
jvyaelqt,qltayevj,true
tzmvcdmdbjgsav,zsdbphajtgdvsmci,false
umln,clzaqjmnrdju,true
tqfl,tgflq,true
jqapr,rpdomdjwq,false
nos,nso,true
djzjkp,wdkpjj,false
crmxg,ycmhmrtgzvvx,true
nfpdznhf,ufdshnufprlnmvmzims,true
wej,pgwdhkewnqg,false
wq,zskwbaxpfeqgwcuun,true
xl,xln,true
ptzj,cjttplzv,true
otxmkxhwrknxzvumer,xkmx,false
zspynng,nygznphs,true
gtua,zugedjulttcaont,true
wqixekanecytmixrlwu,ugyaeeucmrxtxilrzwr,false
oq,oq,true
r,juerv,true
xfxcuyf,zuycvxx,false
zh,xhioz,true
xfzhr,r,false
beejepv,geceqjvbdpkzezh,true
deh,hmolenxds,true
vfzx,vfrxmvuczxay,true
ljpnco,nh,false
zzuxenj,zjeuwznzkx,true
cjgkbxgjra,gjrkjcka,false
q,fqbtcuqrqnlotspaceqk,true
y,y,true
ocrssfduoffw,fxroklfosuwfsoad,false
mie,aayihmntdle,true
zdmz,yitgmmgddiwezjgn,false
fhdszosxx,zjtsfsxxyoasxhodfsi,true
fwqmeae,eefmqamw,true
hme,memhu,true
sbxybdyesjivucxdy,esjyxicfdy,false
o,o,true
w,wzll,true
ajotuusfs,upaossxputefgogjfvj,true
mtfbk,ofbmttbyxjvwkc,true
fopwlcxm,owclpfcxqm,true
lifd,lijhupyid,false
vaxcgk,ecqnkkahunvxg,true
vk,naukvvu,true
rxy,uyrx,true
n,un,true
xgi,x,false
iacg,vavciamg,true
zwmpprzxnddhbwtm,xpndrzhwpbzdmtmw,true
bq,qbqov,true
urvo,pwrvhuor,true
d,dgugduujdlv,true
cntsoxyq,hsxnyacifoymthsb,false
mdgrwpejvozzrkxbrl,mfkjvdvtpbrzzxelgrko,false
evnvjiw,ejijvmvw,false
asgnh,ngahs,true
ur,snurbgxirlsauhs,true
hlhbjcr,hbcnhajvrhnpvb,false
pqsae,aqskory,false
uhxptoorumxa,xurumhbptaxoko,true
inosxzloicltxff,fotflszosxnciil,false
cu,pvxmx,false
gli,gli,true
zlf,felvzgzxj,true
ngtntdjded,iixdnrnnatyqitdode,false
paamswxshdmtcfd,adnamsasepdufdwcmxz,false
grtyqjsq,gjoqmtsjvqtyorb,true
o,o,true
awoqcpizi,fqaxwiopizvy,false
o,o,true
kzsbkhr,bczvkekrhs,true
aefcirnx,riaeqkfckzdx,false
qiljtoiomo,otlgximeqjisqtod,false
biq,iukrnqbuppfn,true
xlnox,x,false
zmg,ymdipvgvdqigzz,true
ahbvemgsxd,absmghqhvxed,true
lesfiz,r,false
rkoiuu,oikuru,true
jort,tmltord,false
ykvhxwtc,tk,false
qblh,brhceevblqbfuqpzdpfn,true
irrrvqjbvee,ijbreqrevrv,true
sa,ya,false
hhddrlxti,xirfhdlthqdnj,true
p,p,true
h,soh,true
qb,bmkstcytxblqgzfuaco,true
b,b,true
gavt,hdutilafgx,false
z,hz,true
f,f,true
xzy,yx,false
obrnujsb,uobnbvdrozkpjrswumlf,true
obhqzwtlkzaqthcbwbrm,whbr,false
incm,xpinmadelicwfok,true
fhyxmb,muuyrlhblfp,false
k,ryuohgmqrdcsqkyz,true
a,af,true
ovjjrljmphorryjbp,lrjtmpo,false
aixjif,iijxfa,true
sfnlxy,lsvn,false
xdlzzepoqwycejto,poozcdwwyetll,false
x,xahqxr,true
b,vbinc,true
jhmck,kcdkerhczbjkromc,true
p,zvayixlpbw,true
pgjturfw,gzwrjgpfwutkwo,true
foizuimqn,melfonimiiuq,false
jlbhucxer,ulcbhrjexd,true
nqawmn,qhwnpakmdmn,true
xivjbkmv,cikhixvsxjkqjm,false
rbqrxfsotljmhguujje,ethjumlyuojrbxgsqvr,false
a,iaz,true
yuoswazkhkzgsorq,omksgkwqyqrzzo,false
sa,twhddisuudebywo,false
iisp,iip,false
swcdowpbimlaqlwlxeq,xylbimwdlwalweqqspo,false
fght,hczftblpgan,true
jwywzghu,tjzhsigquwyjw,true
qgu,qcgou,true
rqa,arqw,true
xq,qx,true
ywlvtzqgicxdzrfe,ewllcttiggzdqxvyrz,false
b,b,true
ju,unnwj,true
dlwy,kwldyyufvi,true
bcrkpghpe,lbclegkphrv,false
yymwogdgajtfmte,ymjtdfmgywteago,true
laedf,aildef,true
iistkfq,is,false
sd,sdekp,true
d,d,true
jrwqqu,qucnkurjjfqaw,true
cvclvguh,wugbvcuvcphs,false
ujy,orhsutjyomtrrvxpiirh,true
sqaugfmvwf,mfswugsevf,false
rupxkyybv,yvuhyxvppmbrlc,false
xaag,ax,false
fxzmb,fbmzx,true
wgbladiebxi,liliaebxdwc,false
mqo,m,false
t,td,true
mx,mxl,true
pgt,tpepg,true
