train_input_1,train_output_1
[0 1],0
[1 0],1
[7 0],1
[0 8],0
[0 -1],0
[-1 0],1
[-7 0],1
[0 -8],0
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],15
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],24
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],39
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],35
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],16
[0 0 0 0 0 0 0 0 0 0 0 0 0],12
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],43
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],18
[0 0 0 0 0 0 0 0 0 0 0 0],11
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],29
[0 0 0 0 0 0 0],6
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],26
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],45
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],32
[0],0
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],30
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],46
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],21
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],22
[0 0 0 0 0 0 0 0],7
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],38
[0 0 0 0 0 0],5
[0 0 0 0],3
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],47
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],37
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],34
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],40
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],31
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],48
[0 -8 9 5],0
[-8 0 5 9],1
[9 5 0 -8],2
[0 5 9 -8],0
[9 -8 0 5],2
[5 0 -8 9],1
[5 9 0 -8],2
[5 -8 9 0],3
[0 9 -8 5],0
[5 9 -8 0],3
[9 0 5 -8],1
[-8 5 9 0],3
[5 -8 0 9],2
[0 9 5 -8],0
[0 5 -8 9],0
[0 -8 5 9],0
[5 0 9 -8],1
[-8 9 5 0],3
[9 -8 5 0],3
[9 0 -8 5],1
[0 -8 9 0],3
[0 -8 0 9],2
[-8 0 0 9],2
[9 -8 0 0],3
[9 0 -8 0],3
[-8 9 0 0],3
[-8 0 9 0],3
[0 0 -8 9],1
[0 9 0 -8],2
[9 0 0 -8],2
[0 0 0 9],2
[0 0 9 0],3
[0 9 0 0],3
[9 0 0 0],3
[47 -34 6 3 44 0 -44 30 -40 -22 -1 -46 -27 0 -47 -3 -8 -25 19 39 -2 0 0 34 38 -24 32 -28 -5 -29 -15 41 0 -29 -34 0 18 -7 0 0 11 -18 50 6 -43],39
[37 30 22 -33 -25 5 28 -16 -26 35 -44 2 -14 -21 -33 26 34 -19 -12 -41 40 -31 10 0 -20 -46 -38 15 0 0 0 -40 0 29],32
[0 0 38 5 47 1 -40 -33 -48 -10 30 -26 0 42 -24 -33 0 15 -35 18 0 -42 15 17 38 0 -33 0 -12 46 19 -47 -16 25 -11 -18 -9 -33 -12 26 30 -34 22 10 -20 -16 -3],27
[-26 -39 14 -28 16 -44 -13 20 11 31 0 32 -23 -6 -6 -48 30 49 -34 -30 -47 21 6 31 -6 0 -22 26 31 20 6 6 -2 0 -47 -39 -48 0 18 0 -29 -33 -50 0 48],43
[22 0 -24 -28 23 -13 0 0 32 35 34 0 23 38 37 0 -17 0 0 13 -44 31 37 33 9],18
[-10 49 50 -5 0 -21 -19 14 -24 -28 35 -25 45 13 22 0 17 -29 35 2 12 38 33 20 40 3 -19 0 9 9 3 -4 -8 -3 8 12 36],27
[19 19 -37 -41 -12 -47 -15 50 -50 -8 -30 -18 46 0 -41 0 33 2 25 -39 -38 -29 -47 38 0],24
[-15 14 -17 -7 -18 -11 22 -11 0 -9 12 0 32 5 -5 -47 -10 34 -23 -5 -17 0 -25 -15 23 -24 34 -22 45 10 -28 -7 47 -30 46 45 -21 -8 8 -5 -33 -3],21
[-2 37 17 -50 3 -6 8 9 28 -2 -12 50 11 0 0 41 24 20 14 -34 0 13 13 -6 -40 -26],20
[33 0 -18 0 30 0 35 -10 -33 34 -2 0 -38],11
[-25 -47 -4 0 -49 -3 -4 -49 -25 -12 16 -43 -33 -16 -33 -31 39 47 -30 0 0 -22 0 40 43 -48 0 -44],26
[31 15 17 0 47 22 0 29 44 -45 -36 0 50 -35 -37 -25 -31 -2 45 -21 -37 7 -31 11 -18 11 -15 0 -11 0 -25 13 -49 -16 -21 43 -50 20],29
[0 0 43 0 15 -38 -6 0 13 0 -34],9
[-27 4 0 0 6 -12 -27 -42 49 -7 -10 0 12 13 0 8 8 -40 18],14
[0 -11 -17 -4 -47 -7 43 35 -30 31 -25 0 -22 14 1 -3 -2 -32 33 9 41 -16 43 -14 -45 40 22 0 13 50 -38 -44 1 0 -36 19 32 -13 22 0 0 -14 -31],40
[36 34 -28 0 -24 34 -36 4 -1 -8 -50 47 25 19 -22 -5 0 6 38 49 23 32 -43],16
[25 -49 5 2 -33 1 -19 -15 14 0 -7 -36 30],9
[2 -24 29 -2 33 -34 -45 10 -49 7 -13 -17 -18 -46 -23 -19 -49 -33 -37 -24 5 0 0 28 -40 40],22
[-7 -23 35 -22 47 -29 -47 -40 0 38 -43 -25 32 -17 12 14 -32 20 49 7 -28 -39 38 31 40 -5 41 41 -15 -29 2 11],8
[-9 16 21 -8 -17 -18 -6 10 0 -31 19 39 12 14 -43 19 -49 14 -34 -16 0 -42 0 11 -19 -50 -18 31 -16 11 -39 4 0 -13 -15 -21 -10 -9 -42 0 44 0],41
[0 -6 -34 50 0 -26 -10 -25 -11 -5 2 7 -35 5 0 40 -48 -49 4 -21 0 39 -22 0 -1 -46 0 -40 25 12 2 20],26
[0 -46 36 26 -48 50 0 -36 0 40 19 13 -28 -24 -1 -36 -10],8
[-21 43 0 12 -30 0 -37 -49 -36 22 0 -17 -42 0 -40 -40 0 7 22 38],16
[-24 48 15 0 -32 -45],3
[-12 -23 -27 -13 48 -36 -5 0 26 0 10 -2 -48 13 48 -48 0 -27 25 -21 -35],16
[-10 0 42 1 -22 -38 27 15 0 25 0 -43 0 -12 0 -30 -24],14
[19 0 0 18 19 0 29 0 0 0],9
[0 0 -44 -18 0 -31 -38 0 0 -38 0],10
[-45 -24 4 -18 45 21 -26 -5 -2 0 -14 -17 -13 -17 24 -7 0 -21 0 36 0 9 5 25 0 0 27 34 -1],25
[0 0 -2 0 0 -23 -14 0],7
[-36 0 28 -36 12 -3 -50 3 -6 37 -32 0 -46 -37 -6 -21 -8 -47 -15 -26 50 46 -31 -11 9 14 28 38 28 41 18 -10 -16 40 -44 10 5 25 -43 -5 47 -12 14 25],11
[47 20 -15 0 17 0 44 27 -14 33 47 18 -12 -19 -42 16 46 -20 -5 -39 36 -35 0 21 43 30 45 0 41 -26 -41 -4 -43 29 13 0 -26],35
[21 -14 26 43 -5 -49 25 27 0 0 0 7 48 22 -16 -33 0 0],17
[0 -32 -20 10 1 0 3 0 -8 0],9
[14 39 0 -29 0 29 -30 36 0 -31 16 0 -13 30 22 -1 -43 0 -27 -32 39 0],21
[-29 0 -33 0 25 19 0 40 -48 0 0],10
[0 0 -32 43 -17 -25 0 -16 27 12 9 28 19 0 -39],13
[30 0 -27 32 -7 -7 41 -43 -40 17 42 0 31],11
[0 23 -47 28 -13 -32 -10 -21 23 5 -9 -14],0
[-11 -15 -16 -16 0 22 -28 -19 7 -13],4
[12 0 0 3 48 0 -44 0 -30 23 -16 25 5 31 5 36 -25],7
[-50 -26 4 40 -26 -13 -28 0 27 31 -40 42 -36 -29 3 9 0 -41 0 18 0 -43 -28 -19 39 -20 -15 -6 -8 0 0 19 13],30
[17 -26 37 35 -16 0 0 0 -3 48 0 27 34 0 43 50 -27 46 -32 28],13
[25 -34 -32 -29 -42 -12 -29 44 -11 1 -49 49 7 23 3 44 25 22 -31 0 43 -14 -4 -43 42 44 6 -28 22 -49 -20 24 -49 0 -21 24 -31 -7 -22 -17 -9 0 14 35 -20],41
[46 -15 -15 10 -23 0 -5 -22 45 -20 -39 27 21 29 -49 11 46 11 24],5
[0 -38 24 -7 28 49 12 10 37 -9 -22 0 -19 -34 -38 0 -11 14 6 31 -41 13 -34 -50 9 33 48 -14 11 -25 -35 -22 24 29 0],34
[0 0 3 19 -34 -48 -36 3 32 -24 0 -43 0 -14 43 38 26 0],17
[-2 32 42 0 0 17 47 -8 17 50 -30 41 32 0 36 3 0 -33 -14 0 -32 6 -31 0 22 -5 43 -16 0 17 9 20 -32 -11 0],34
[17 0 -31 0 -27 6 -50 -37 46 11 39 16 0 -29 48 -31 -13 0 -40 -4 -32 9 -12 -34 0 -39 20],24
[-20 -12 -13 29 27 -29 3 0 25 33 -49 18],7
[-22 -40 0 0 -46 -38 0 0 48 24 4 0 -45 0 0 47 23],14
[36 -12 0 0 6 -38 0 22 0 19 31 -12 -20 15 3 19 15 -40 38 -2 13 -18],8
[-26 45 0 0 14 5 29 0 0 0 -49 0],11
[33 0 -18 0 3 26 3 -8 0 10 0 0 50 -39 26 3 -44 -1 -19 0 46 -36 27 25 50 31 -21 48 -22 -42 -50 0 -13 50 -12 29 -15],31
[36 12 -7 -1 25 0 12 -17 -28 11 32 5 -30 -41 4 -43 24 -1 15 49 -27 10 -18 0 0 -37 33 0 -32 -21 -15 37 49 -43 23 -41 -43 0 -18 -11 -26 19 -22],37
[-11 -45 22 32 -22 23 50 0 -2 25 43 24 -14 46 -30 -38 -5 15 -41 4 17 -9 0 -22 17 -33 43],22
[-28 -19 46 26 40 -8 28 -16 -44 0 0 34 18 -18 -43 -47 13 0 31 38 12 -22 -16 2 -18 -18 -33 -10 30 13 31 0 46 -19 -15 -4 -45 -24 23],31
[34 11 -50 19 -48 44 0 20 -43 0 -41 -41 -11 -4 41 -20 -46 14 -2 22 46 -49 0 18 48 -34 13 -32 8 13 34 -34 -49 22],22
[32 6 0 0 25 -9 50 -38 0 -7 0 -33 28 16 23 48 0 0 34],17
[-11 0 37 34 -41 2 -12 33 0 49 0 22 0 -42 -19 26 24 -36 -31 0 17 12 -14 -35 -45 -11],19
[0 -43 -16 -1 35 -7 -45 15 38 0 -25 7 -24 32 1 -12 -8 -32 11 -23 19 43 -4 18 -14 -37 50 41 -45 50 11 -15 23],9
[-23 -31 -7 0 44 -41 0 -20 0 -22 -20 38 -34 0 0 0],15
[0 0 -3 -7 -27 -19 -5 -10 0 10 43 -49 -19 -21 -10 43 -16 0 16 -30 47 -26 -48 0 -13 -14 9 0 16 -2 -45],27
[-16 38 0 43 -9 -28 36 41 -19 13 -21 24 -40 22 1 32 0 7 -12 -44],16
[-15 18 37 10 2 22 -26 0 23 3 8 10 39 8 10 -36 46 9 17 -48 0 -42 -15 24 -6 -3 26 0 29 -20 -31 -49 -18],27
[0 29 -39 -33 -13 -1 -39 37 8 -43 -29 50 15 -45 -6 19 -37 -12 0 -15 6 -31 7 0 23 0 43 0 -35],27
[0 0 0 0 0 15 -44 0 -4],7
[-47 13 -17 -6 -39 0 29 23 0 43 -41 1 0 46 0],14
[10 -28 -45 44 -6 -26 0 -25 -15 35 -40 -1 2 31 -34 0 -21 29 0 -18 -27 15 0 -37 -34 -8 -48 -40 -36 27 12 -9 -33 19 -22 -9 0 -37 41 -21 -35 -1 -33 -39],36
[0 -35 -7 0 0 0],5
[17 -48 -17 -33 0 48 27 -15 -33 4 -4 35 1 26 -31 9 40 -3 3 25 8 5 29 -24 44 38 35 25],4
[15 -20 -40 44 19 -44 0 20 -18 -6 47 20 -19 15 -35 37 0 44 -22],16
[40 -40 -17 -39 -39 42 16 0 43 31 39 7 -49 -3 -4 0 -36 -41 -44 -41 -48 0 0 47],22
[-49 -18 39 30 0 -20 33 46 -18 -46 30 -37 -27 -10 39 0 26 0 5 -27 -26 -3 40 9 -32 -30 -26 -4 1 7 0],30
[33 0 -26 20 -3 32 -31 -42 -18 40 0 -9 -43 31 46 14 42 30 21 12],10
[36 -30 0 -35 -2 -34 -31 0 14 38 34 13 26 -12 0 -26 22 0 -2 28 0 0 -31 -35 0 48],24
[46 36 -43 6 17 5 0 -17 -43 -18 30 19 -37 44],6
[-13 -50 -21 36 17 19 -34 5 -40 -17 0 39 -37 0 14 38 14 43 -20 -6 28 -47 23 -47 0 -8 1 -26 0 44 31 -19 -25 -27 0],34
test_input_1,test_output_1
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],14
[0 0 0 0 0 0 0 0 0],8
[0 0 0 0 0 0 0 0 0 0 0],10
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],42
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],33
[0 0 0 0 0 0 0 0 0 0 0 0 0 0],13
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],23
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],17
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],36
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],49
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],27
[0 0],1
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],41
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],19
[0 0 0 0 0],4
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],44
[0 0 0],2
[0 0 0 0 0 0 0 0 0 0],9
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],25
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28
[-8 5 0 9],2
[-8 9 0 5],2
[-8 0 9 5],1
[9 5 -8 0],3
[0 0 9 -8],1
[0 9 -8 0],3
[-30 7 22 8 -10 -19 8 47 20 -45 17 48 2 14 -49 -6 0 -40 -10 19 -42 41 -49 28 3 -39 -48 0 -7 13 -9 31 15 -4 -6 40 -20 -39 -37 -45 -12],27
[42 10 -37 0 41 -41 -4 -21 14 -49 -3 0 0 0 28 -34],13
[9 31 -46 44 -28 39 0 0 0 -25 -35 20 18 47 25 0 -22 27 -40 -30 -2 -27 0 -25 43 -15 26 -14 5],22
[-45 6 -44 -12 -21 -42 -6 30 -29 44 -35 -40 33 14 0 -50 -50 41 -24 -2 47 10 -16 -44 -17 -27 -46 -17 20],14
[-16 -46 -5 -26 28 13 -50 7 -20 0 -5 16 15 -25 -44 0 46 43 0 50 -25 -32 41 -23 43 9 -35 11 -25 -43 0 12 29 0 0 -10 3 39 -8 -31 33 -16 1 6 -2 42 22 -27 47],34
[47 29 -48 34 0 -45 9 0 -17 3 -10 3 0 6 -26 9 -7 -40 45 46 -35 0 -9 -29 24 34 41 -27 33 0 41 0 34 12 29 46 18 -37 0 -47],38
[14 0 31 -48 37 23 -22 45 -33 0 41 8 29 0 0 -13 4 0],17
[42 11 0 -36 -11 -28 31 -48 0 32 -41 0 0 43 0 -34 -26 1 43 22 49 -45],14
[0 -49 38 5 0 -22 -34 -49 8 -42 -45 -41 26 -37 0 25 -9 -7 0 -24 0 0 -33 43],21
[3 -7 34 -24 -47 40 0 0 -13 22 18 25 0 -5 -17 45 -14 10 44 -19 0 -7 16 0 30 45 0 50 -30 -3 -17],26
[38 -28 -44 0 -4 -14 0 32 14 -27 -12 49 -23 47 -27 7 -15 0 -50 0 5 -22 3 41 -17 -35 41 -39 0],28
[-49 -40 -38 -22 -19 13 21 -32 29 -25 -26 0 35 -44 0 -30 34 46 -3 14 13 28 0 -23 -7 12 -10 21 11 0 46 -50 -2 0 1 48 9 43],33
[0 -16 -14 16 0 38 20 25 17 15 0 40 12 0 50 -24 -6 -47 0 27 7 -32 -1 -20 5 0 -50 -15 -20],25
[14 38 40 47 48 11 12 33 2 47 -45 -19 -13 0 50 -14 -41 0 14 35 -35 36 -43 -33 20 22 19 -32 15 40 -1 -41 42 8 -19 31 26 -48 -17 47 32 0 0 -21 -46 -39],42
[37 -13 -4 46 0 9 19 11 49 27 -43 -21 19 19 37 35 -23 16 -50 -14 13 -10 -6 33 -11 -10 11 46 44 -50 21 -16],4
[20 0 35 -17 -37 0 36 -8 -4 0 -21 -5 -23 35 -38 0 -30 -16 42 17 19 49 11 38 -4 0 0 46],26
[-46 -50 -48 1 7 4 -40 41 -8 -18 29 -31 0 -14 -50 -17 -6 -49 -38 49 26 8 -32 -9 11 -35 -29 19 -18 -41 -35 16 -1 -49 -17 -5 -8 35 -10 -32 27 -31],12
[-28 -34 -19 -41 -6 28 38 42 6 -35 34 -33 -3 -5 31 0 10 0 23 -43 -41 0 34 50 40 -23],21
[19 0 -46 26 29 -2 11 33 -15 31 41 38 39 -4 47 1 0 19 -37 -41 -21 -46 23 9 30 -28],16
[-31 -33 3 0 0 -33 45 -41 28 -12 46 -13 -19 46 0 -44 -21 -38 -39 0 25 -32 -14 0 29 -35 49 -26 26 22 -29 -29],23
[12 0 -49 -15 -39 39 20 27 -27 0 -15 0 22 45 27 12 0 0 -13 -6],17
[-38 -25 7 -39 41 -47 0 20 27 -35 0 12 11 32 15 0 0 0 -46 -28 -24 -1 8 8 19 34 8],17
[-35 -28 -41 0 -2 0 47 16 -31 44 -19 -45 23 28 -5 -36 -45 0 0 7 0 -28 50 22 2 0 35 -39 1],25
[12 0 18 41 29 8 0 49 -33 -22 -6 42 -34],6
[-23 33 26 -13 28 -33 -14 -23 26 -8 31 20 -16 -32 -21 32 -44 5 32 19 0 5 33 -36 -9 0 -4 -29 -38 -16 8 -9 4 0 -2 -17 31 -49 4],33
[11 28 20 41 -14 1 -32 3 39 -41 -48 -14 3 -12 -6 8 47 9 0 0 -44 3 21 0 24 33 -29 21 -8 -43 0 18 25 -45 43 33],30
[-44 -47 -23 0 0 0 0 13 0],8
[8 12 -19 -5 -18 -41 0 4 -29 41 9 43 -22 3 -15 15 3 -40 22 3 12 -14 31 28 44 27 12 0],27
[39 39 -3 47 14 -29 18 1 49 0 -39],9
[0 0 0 0 5 0],5
[-5 0 40 0 -42 -44 0 0 -36 0 0],10
[0 -17 -6 -16 -20 -35 -10 -19 -38 -24 -27 0 2 -3 1 2 41 24 -4 -8 0 -40 23 6 14 21 -30 -44 42 36 -22 -14 45 -19 -14 -38],20
[-14 0 30 -28 0 0 -7 38 -50 -22 15 0 -48 0 -40 -23 0],16
[16 -47 -9 -3 21 0 15 0 35 36 0 30 34 -19 11 -42 22 -20 -48 -13 -45 40 -4 -19 -50 -12 -50 -11 6 0 48 -22 -45 -1 46 0 23 9 2],35
[-27 0 4 9 0 -15 -44 -32 0 49 0 -10 30],10
[0 0 0 0 0 0],5
[25 -43 -35 49 18 1 41 -8 49 -9 0 10 -47 36 21 0 -11 -9 22 -34 4],15
[36 7 0 -36 -29 25 -35 -4 4 0 0 -46 47 35 31 -47 0 17 13 35 36 21 -9 8 -17 9 9 31 1 4 0 0 -43],31
[0 28 -1 0 30 -3 -4 -28 0 0 0 3 6 -31 -35 3 22 27 -5 -42 32],10
[-43 45 -20 -24 18 41 -27 -49 11 21 0 -34 -23 15 -45 0 27 -12 7 -30 -26 39 -19 21 16 46 -46 -36 20 -19 12 -41 1 -37 -22],15
[-41 -30 -45 0 7 -34 -38 44 -15 35 -32 10 0 -24 0 34 9 -11 -17 -17 0 0],21
[-30 -16 -48 19 0 0 8 16 -44 3 -47 36 33 -3 28 3 18 -47 -36 -36 49 -25 37 0 -45 -4 -39 -47 8 -13 46 -22 -25 -2 -39 32 -33 43 10 8 -17 -19],23
[35 -19 17 9 -23 4 -15 35 -13 -48 11 33 -40 26 40 -49 38 -41 14 -47 4 49 -24 -35 -16 -29 0],26
[11 -1 0 -23 -31 0 2 -22 -10 50 16 9 24 -44 38 -2 23 22 31],5
[14 -19 0 -46 33],2
[0 16 12 50 8 -47 33 -13 33 16 -16 7 0 38 6 37 0 -16 -39 37 -20 -36 28 29 19 -39 6],16
[-46 -35 6 -40 0 -32 0 -6 14 -47 -20 26 38 -24 0 -13 3 2 33 39 -37 15 -16 39 -39 25 -4 -21 -10 15 40 -13 0 9 4 48 14 32 28 14 36 25 -43 8 0 0 -11 3],45
[20 37 -4 34 34 -45 -17 13 -42 48 13 49 -15 -50 28 -27 -38 -7 -13 12 41 9 -13 39 4 -1 0 -11 -37 -15 -47 -48 31 -16 5 -25 15 0 -2 -28 40 -1],37
[-26 0 36 0 0 0 0],6
[-3 -4 -15 -22 48 -8 45 -13 21 -7 -20 37 -25 37 13 44 13 -9 35 -16 21 -22 11 28 1 24 -25 -2 -43 -18 -21 -11 48 -13 45 -23 -21 11 3 -33 -39 -42 38 0 21],43
[6 -21 30 46 41 -21 39 44 26 -27 25 -5 21 2 -36 11 -33 -17 7 40 -31 0 -7 0 16 17 3 0 -43 -40 38 50 39 11 13 46],27
[40 26 -48 39 33 -15 4 3 -32 -14 3 19 21 -19 -10 14 -38 -46 22 -33 41 8 9 49 -2 -30 0 -19 -29],26
[0 0 0 -37 -26 -49 -18 46 0 5 0 40 -1 49 49 -10 23 9 10 0 -19 0 49 27],21
[-35 31 0 0 -15 -39 21 46 -1 16 15 26 2 31 -4 2 40 -31 11 -30 3 -38 -9 -2 -18 -45 -45 18 -27 0 48 5 -2 -49 36 23],29
[-4 34 0 37 -18 -13 -32 45 -18 46 11 0 41 -18 -9 0 -39 22 6 0 0 -35 35 38 0],24
[0 -15 -41 10 0 -43 41 0 30 24 0 44 -44 50 -7 -31 -4 -14 -47 0 28 5 -50 0 37 -12 0 39 -18 -45 -35 38 -33],26
[43 34 41 13 20 32 -12 -13 4 -26 33 2 -31 46 -43 11 14 -22 -11 -25 -36 -33 12 33 -21 13 40 -34 -12 -30 0 -26 -10 -14 -22 39],30
[-27 17 6 42 -33 -37 9 22 26 6 -28 42 22 -21 31 39 26 -22 -5 -23 30 42 43 0 45 32 -29 13 -2],23
